accuracy,loss,val_accuracy,val_loss,learning_rate
0.550000011920929,1.3639838695526123,0.699999988079071,0.5940542221069336,0.0010000000474974513
0.6499999761581421,0.8865481615066528,0.699999988079071,0.5217685699462891,0.0010000000474974513
0.8500000238418579,0.46823206543922424,0.8999999761581421,0.4192900061607361,0.0010000000474974513
0.949999988079071,0.35571879148483276,0.8999999761581421,0.3528258204460144,0.0010000000474974513
0.949999988079071,0.26940029859542847,0.8999999761581421,0.31430670619010925,0.0010000000474974513
1.0,0.17651286721229553,0.8500000238418579,0.30000266432762146,0.0010000000474974513
1.0,0.14310604333877563,0.8999999761581421,0.3010130524635315,0.0010000000474974513
1.0,0.14131182432174683,0.8999999761581421,0.29932963848114014,0.0010000000474974513
1.0,0.09714255481958389,0.8999999761581421,0.2967526316642761,0.0010000000474974513
1.0,0.1207641139626503,0.8999999761581421,0.31291520595550537,0.0010000000474974513
1.0,0.08726777136325836,0.8999999761581421,0.3219797611236572,0.0010000000474974513
1.0,0.07309079170227051,0.8999999761581421,0.3258209228515625,0.0010000000474974513
1.0,0.07026590406894684,0.8500000238418579,0.33123794198036194,0.0010000000474974513
1.0,0.04318995773792267,0.8500000238418579,0.33550676703453064,0.0010000000474974513
1.0,0.030819112434983253,0.8500000238418579,0.337231308221817,0.0010000000474974513
1.0,0.031824465841054916,0.8500000238418579,0.3359767496585846,0.0010000000474974513
1.0,0.03734438866376877,0.8500000238418579,0.32933884859085083,0.0010000000474974513
1.0,0.02839764393866062,0.8500000238418579,0.33311283588409424,0.0010000000474974513
1.0,0.03162817284464836,0.8500000238418579,0.3469645380973816,0.0010000000474974513
1.0,0.019033756107091904,0.8500000238418579,0.3522363305091858,0.0010000000474974513
1.0,0.02442474104464054,0.8500000238418579,0.3541505038738251,0.0010000000474974513
1.0,0.01870322972536087,0.8500000238418579,0.3575987219810486,0.0010000000474974513
1.0,0.016146253794431686,0.8500000238418579,0.36095014214515686,0.0010000000474974513
1.0,0.014899760484695435,0.8500000238418579,0.36393052339553833,0.0010000000474974513
1.0,0.015952449291944504,0.8500000238418579,0.3639889657497406,0.0010000000474974513
1.0,0.01253738533705473,0.8500000238418579,0.36833617091178894,0.0010000000474974513
1.0,0.011794524267315865,0.8500000238418579,0.37693116068840027,0.0010000000474974513
1.0,0.01196447852998972,0.8500000238418579,0.3761468231678009,0.0010000000474974513
1.0,0.011454502120614052,0.8500000238418579,0.37675437331199646,0.0010000000474974513
1.0,0.0116813313215971,0.8500000238418579,0.3773134648799896,0.0010000000474974513
1.0,0.010471009649336338,0.8500000238418579,0.3814416527748108,0.0010000000474974513
1.0,0.009291673079133034,0.8500000238418579,0.3835920989513397,0.0010000000474974513
1.0,0.007226978428661823,0.8500000238418579,0.38641953468322754,0.0010000000474974513
1.0,0.007553549017757177,0.8500000238418579,0.38701847195625305,0.0010000000474974513
1.0,0.009995249100029469,0.8500000238418579,0.3928775489330292,0.0010000000474974513
1.0,0.006703993771225214,0.8500000238418579,0.3969962000846863,0.0010000000474974513
1.0,0.005761276930570602,0.8500000238418579,0.3998684585094452,0.0010000000474974513
1.0,0.007569321896880865,0.8500000238418579,0.40338602662086487,0.0010000000474974513
1.0,0.005824386142194271,0.8500000238418579,0.40600404143333435,0.0010000000474974513
1.0,0.005347912199795246,0.8500000238418579,0.4126278758049011,0.0010000000474974513
1.0,0.007976122200489044,0.8500000238418579,0.41759228706359863,0.0010000000474974513
1.0,0.004848412703722715,0.8500000238418579,0.41893354058265686,0.0010000000474974513
1.0,0.005693950690329075,0.8500000238418579,0.4209873676300049,0.0010000000474974513
1.0,0.004517179448157549,0.8500000238418579,0.424530565738678,0.0010000000474974513
1.0,0.0046743592247366905,0.8500000238418579,0.4255397915840149,0.0010000000474974513
1.0,0.0043528140522539616,0.8500000238418579,0.4239140450954437,0.0010000000474974513
1.0,0.005486920475959778,0.8500000238418579,0.426821768283844,0.0010000000474974513
1.0,0.003099979367107153,0.8500000238418579,0.42677363753318787,0.0010000000474974513
1.0,0.0035846650134772062,0.8500000238418579,0.42699751257896423,0.0010000000474974513
1.0,0.003985376562923193,0.8500000238418579,0.4297683835029602,0.0010000000474974513
1.0,0.004788711667060852,0.8500000238418579,0.4294266104698181,0.0010000000474974513
1.0,0.0032280527520924807,0.8500000238418579,0.4306786060333252,0.0010000000474974513
1.0,0.0037584491074085236,0.8500000238418579,0.43122440576553345,0.0010000000474974513
1.0,0.0024431245401501656,0.8500000238418579,0.4313918650150299,0.0010000000474974513
1.0,0.0025386365596204996,0.8500000238418579,0.43413400650024414,0.0010000000474974513
1.0,0.0025352637749165297,0.8500000238418579,0.4350379407405853,0.0010000000474974513
1.0,0.0032970949541777372,0.8500000238418579,0.43463587760925293,0.0010000000474974513
1.0,0.0024950976949185133,0.8500000238418579,0.4381474554538727,0.0010000000474974513
1.0,0.002565709874033928,0.8500000238418579,0.4401624798774719,0.0010000000474974513
1.0,0.0026546313893049955,0.8500000238418579,0.44432440400123596,0.0010000000474974513
1.0,0.002028013812378049,0.8500000238418579,0.44564685225486755,0.0010000000474974513
1.0,0.0025223533157259226,0.8500000238418579,0.44547906517982483,0.0010000000474974513
1.0,0.0027039325796067715,0.8500000238418579,0.44601789116859436,0.0010000000474974513
1.0,0.002110347617417574,0.8500000238418579,0.4484540820121765,0.0010000000474974513
1.0,0.001742138178087771,0.8500000238418579,0.45239385962486267,0.0010000000474974513
1.0,0.0016971025615930557,0.8500000238418579,0.4553155303001404,0.0010000000474974513
1.0,0.001969599397853017,0.8500000238418579,0.4577544629573822,0.0010000000474974513
1.0,0.0018247123807668686,0.8500000238418579,0.4626185894012451,0.0010000000474974513
1.0,0.002518407301977277,0.8500000238418579,0.46677035093307495,0.0010000000474974513
1.0,0.0019522864604368806,0.8500000238418579,0.46811747550964355,0.0010000000474974513
1.0,0.002639559330418706,0.8500000238418579,0.4692597985267639,0.0010000000474974513
1.0,0.002228005789220333,0.8500000238418579,0.47000718116760254,0.0010000000474974513
1.0,0.002152996137738228,0.8500000238418579,0.4694923460483551,0.0010000000474974513
1.0,0.002033810131251812,0.8500000238418579,0.4707009196281433,0.0010000000474974513
1.0,0.001332711661234498,0.8500000238418579,0.4688500761985779,0.0010000000474974513
1.0,0.0026943206321448088,0.8500000238418579,0.47187453508377075,0.0010000000474974513
1.0,0.002216236898675561,0.8500000238418579,0.4741085171699524,0.0010000000474974513
1.0,0.001740088453516364,0.8500000238418579,0.47687163949012756,0.0010000000474974513
1.0,0.001438807463273406,0.8500000238418579,0.4777613580226898,0.0010000000474974513
1.0,0.0011557358084246516,0.8500000238418579,0.4793320596218109,0.0010000000474974513
1.0,0.00176115648355335,0.8500000238418579,0.47938981652259827,0.0010000000474974513
1.0,0.001997260842472315,0.8500000238418579,0.48031002283096313,0.0010000000474974513
1.0,0.0014255677815526724,0.8500000238418579,0.48073214292526245,0.0010000000474974513
1.0,0.0010687039466574788,0.8500000238418579,0.4812409281730652,0.0010000000474974513
1.0,0.0021227418910712004,0.8500000238418579,0.4826892912387848,0.0010000000474974513
1.0,0.0014548952458426356,0.8500000238418579,0.4864586293697357,0.0010000000474974513
1.0,0.0017055500065907836,0.8500000238418579,0.4887663722038269,0.0010000000474974513
1.0,0.0013109759893268347,0.8500000238418579,0.4899231791496277,0.0010000000474974513
1.0,0.0015690699219703674,0.8500000238418579,0.4922480583190918,0.0010000000474974513
1.0,0.0015145291108638048,0.8500000238418579,0.49279698729515076,0.0010000000474974513
1.0,0.0010618570959195495,0.8500000238418579,0.49473920464515686,0.0010000000474974513
1.0,0.0015170308761298656,0.8500000238418579,0.49612173438072205,0.0010000000474974513
