loss,learning_rate
3.2571773529052734,0.001
2.9542019367218018,0.001
2.6086509227752686,0.001
2.365900754928589,0.001
2.1106371879577637,0.001
1.9008054733276367,0.001
1.7281821966171265,0.001
1.6207566261291504,0.001
1.5445390939712524,0.001
1.4763357639312744,0.001
1.4365763664245605,0.001
1.3967502117156982,0.001
1.3719491958618164,0.001
1.3504735231399536,0.001
1.3317793607711792,0.001
1.3300902843475342,0.001
1.3042361736297607,0.001
1.2925554513931274,0.001
1.2749990224838257,0.001
1.266137719154358,0.001
1.2489440441131592,0.001
1.2455720901489258,0.001
1.2305474281311035,0.001
1.2141348123550415,0.001
1.1898472309112549,0.001
1.1886916160583496,0.001
1.1775697469711304,0.001
1.1523860692977905,0.001
1.1406996250152588,0.001
1.1092429161071777,0.001
1.1028659343719482,0.001
1.06740140914917,0.001
1.064352035522461,0.001
1.0255100727081299,0.001
0.9954119920730591,0.001
0.9724467992782593,0.001
0.9387233257293701,0.001
0.9105879664421082,0.001
0.8721878528594971,0.001
0.8335648775100708,0.001
0.7967210412025452,0.001
0.7578742504119873,0.001
0.7236096262931824,0.001
0.7067710161209106,0.001
0.63588547706604,0.001
0.5912400484085083,0.001
0.5673282146453857,0.001
0.49575167894363403,0.001
0.4635743796825409,0.001
0.4280824065208435,0.001
0.3788664937019348,0.001
0.35181838274002075,0.001
0.3163456320762634,0.001
0.29446589946746826,0.001
0.2697908878326416,0.001
0.2581114172935486,0.001
0.24207597970962524,0.001
0.23275738954544067,0.001
0.22165395319461823,0.001
0.2139480710029602,0.001
0.20478537678718567,0.001
0.19940198957920074,0.001
0.19264653325080872,0.001
0.18525822460651398,0.001
0.18303051590919495,0.001
0.1748775839805603,0.001
0.16928884387016296,0.001
0.16487915813922882,0.001
0.1611933708190918,0.001
0.15583059191703796,0.001
0.1526268720626831,0.001
0.15026968717575073,0.001
0.14510712027549744,0.001
0.14239293336868286,0.001
0.13853055238723755,0.001
0.1363186091184616,0.001
0.13272207975387573,0.001
0.1299726366996765,0.001
0.1257087141275406,0.001
0.12316013872623444,0.001
0.1209961473941803,0.001
0.11839628219604492,0.001
0.11696663498878479,0.001
0.11523912101984024,0.001
0.11213010549545288,0.001
0.10986337810754776,0.001
0.10835046321153641,0.001
0.10597832500934601,0.001
0.1044420525431633,0.001
0.10235421359539032,0.001
0.09956865012645721,0.001
0.09898723661899567,0.001
0.09680556505918503,0.001
0.09533736854791641,0.001
0.09387077391147614,0.001
0.09221728146076202,0.001
0.09079645574092865,0.001
0.08955290913581848,0.001
0.08837306499481201,0.001
0.08667005598545074,0.001
0.08542126417160034,0.001
0.08504316210746765,0.001
0.08310982584953308,0.001
0.08157871663570404,0.001
0.08086952567100525,0.001
0.07899679243564606,0.001
0.07829175889492035,0.001
0.07747811079025269,0.001
0.07650327682495117,0.001
0.07504633069038391,0.001
0.07355901598930359,0.001
0.07323849946260452,0.001
0.0721343457698822,0.001
0.07136871665716171,0.001
0.0707474797964096,0.001
0.06926260888576508,0.001
0.06852522492408752,0.001
0.06811580806970596,0.001
0.06648678332567215,0.001
0.06515718251466751,0.001
0.06450341641902924,0.001
0.06463724374771118,0.001
0.06300123780965805,0.001
0.06210188567638397,0.001
0.061559900641441345,0.001
0.061007894575595856,0.001
0.06019322946667671,0.001
0.05964365601539612,0.001
0.05915677174925804,0.001
0.05787794291973114,0.001
0.057129304856061935,0.001
0.0564776286482811,0.001
0.05608347803354263,0.001
0.05516926199197769,0.001
0.054574884474277496,0.001
0.05447663366794586,0.001
0.05382198095321655,0.001
0.052938465029001236,0.001
0.05256355181336403,0.001
0.05186529457569122,0.001
0.051042668521404266,0.001
0.05063382908701897,0.001
0.05017273128032684,0.001
0.049978166818618774,0.001
0.048966825008392334,0.001
0.04893682524561882,0.001
0.04821647331118584,0.001
0.04740413278341293,0.001
0.04709731414914131,0.001
0.04678571969270706,0.001
0.04610764980316162,0.001
0.045953381806612015,0.001
0.04537215083837509,0.001
0.04470900818705559,0.001
0.04432243853807449,0.001
0.04390678554773331,0.001
0.04345940798521042,0.001
0.04327884316444397,0.001
0.042573459446430206,0.001
0.04239147901535034,0.001
0.0423007532954216,0.001
0.04157927632331848,0.001
0.041370972990989685,0.001
0.04057350009679794,0.001
0.040120311081409454,0.001
0.03985327482223511,0.001
0.03925350680947304,0.001
0.038899146020412445,0.001
0.03861696273088455,0.001
0.03834805637598038,0.001
0.03830522298812866,0.001
0.03772459179162979,0.001
0.03740166127681732,0.001
0.037020422518253326,0.001
0.03667378053069115,0.001
0.03645165637135506,0.001
0.03602951765060425,0.001
0.035833947360515594,0.001
0.03572440892457962,0.001
0.03536899387836456,0.001
0.03488292172551155,0.001
0.03453923016786575,0.001
0.03430265188217163,0.001
0.0340065099298954,0.001
0.034018389880657196,0.001
0.033323824405670166,0.001
0.033131953328847885,0.001
0.03283684700727463,0.001
0.03252781927585602,0.001
0.032502226531505585,0.001
0.03201381489634514,0.001
0.03164537996053696,0.001
0.03169217333197594,0.001
0.03136609494686127,0.001
0.031054094433784485,0.001
0.030650371685624123,0.001
0.03060239925980568,0.001
0.030138572677969933,0.001
0.02999328449368477,0.001
0.029667865484952927,0.001
0.029476307332515717,0.001
0.029516858980059624,0.001
0.02946826070547104,0.001
0.02881837636232376,0.001
0.028482556343078613,0.001
0.028361845761537552,0.001
0.027998995035886765,0.001
0.0279826782643795,0.001
0.027709590271115303,0.001
0.02752159908413887,0.001
0.027383219450712204,0.001
0.027229664847254753,0.001
0.026880109682679176,0.001
0.026524020358920097,0.001
0.02653902769088745,0.001
0.02631264179944992,0.001
0.02604038082063198,0.001
0.02612065151333809,0.001
0.025732947513461113,0.001
0.025563225150108337,0.001
0.025474082678556442,0.001
0.025251159444451332,0.001
0.02515043132007122,0.001
0.024929234758019447,0.001
0.024584408849477768,0.001
0.02444816194474697,0.001
0.02429533377289772,0.001
0.02407873049378395,0.001
0.02384825423359871,0.001
0.02376565709710121,0.001
0.023658832535147667,0.001
0.0234234519302845,0.001
0.023377083241939545,0.001
0.02333208918571472,0.001
0.023227646946907043,0.001
0.023119403049349785,0.001
0.022772550582885742,0.001
0.022639313712716103,0.001
0.022395767271518707,0.001
0.022182868793606758,0.001
0.02207641303539276,0.001
0.021848494186997414,0.001
0.021890023723244667,0.001
0.021528545767068863,0.001
0.021505841985344887,0.001
0.021283945068717003,0.001
0.021120531484484673,0.001
0.020970584824681282,0.001
0.020907960832118988,0.001
0.020763223990797997,0.001
0.020801227539777756,0.001
0.020511630922555923,0.001
0.020357687026262283,0.001
0.020406220108270645,0.001
0.020192746073007584,0.001
0.01997363567352295,0.001
0.02014734223484993,0.001
0.019791997969150543,0.001
0.019635481759905815,0.001
0.01943514496088028,0.001
0.01943025551736355,0.001
0.01949869655072689,0.001
0.019150003790855408,0.001
0.01901119388639927,0.001
0.018932975828647614,0.001
0.018813753500580788,0.001
0.01880543678998947,0.001
0.018642164766788483,0.001
0.01841341331601143,0.001
0.01827578991651535,0.001
0.018214428797364235,0.001
0.018327221274375916,0.001
0.01801951974630356,0.001
0.017955390736460686,0.001
0.017747635021805763,0.001
0.017775820568203926,0.001
0.01776033639907837,0.001
0.0174554493278265,0.001
0.01731082797050476,0.001
0.017312487587332726,0.001
0.017094483599066734,0.001
0.01694963499903679,0.001
0.016929036006331444,0.001
0.016905875876545906,0.001
0.01680637337267399,0.001
0.016731921583414078,0.001
0.016508392989635468,0.001
0.016414165496826172,0.001
0.01633455976843834,0.001
0.016283966600894928,0.001
0.01613963581621647,0.001
0.015998855233192444,0.001
0.0161261186003685,0.001
0.015993386507034302,0.001
0.015699945390224457,0.001
0.015725623816251755,0.001
0.01567351631820202,0.001
0.01540462952107191,0.001
0.015511776320636272,0.001
0.015361987054347992,0.001
0.015308285132050514,0.001
0.015224847942590714,0.001
0.015164364129304886,0.001
0.014955626800656319,0.001
0.014953505247831345,0.001
0.01484980434179306,0.001
0.014710146933794022,0.001
0.01479050051420927,0.001
0.01463945023715496,0.001
0.01454764325171709,0.001
0.014393551275134087,0.001
0.014335976913571358,0.001
0.01424233615398407,0.001
0.014224153012037277,0.001
0.014147641137242317,0.001
0.014051971957087517,0.001
0.014008114114403725,0.001
0.013873385265469551,0.001
0.013846449553966522,0.001
0.013710163533687592,0.001
0.013669434934854507,0.001
0.013552793301641941,0.001
0.013506672345101833,0.001
0.013472693040966988,0.001
0.013352451846003532,0.001
0.013261163607239723,0.001
0.013487031683325768,0.001
0.013199069537222385,0.001
0.013184778392314911,0.001
0.01303021889179945,0.001
0.01305878534913063,0.001
0.012989937327802181,0.001
0.012814545072615147,0.001
0.012772150337696075,0.001
0.012653125450015068,0.001
0.012600277550518513,0.001
0.01257962267845869,0.001
0.012555711902678013,0.001
0.012708095833659172,0.001
0.012310508638620377,0.001
0.012305972166359425,0.001
0.012310943566262722,0.001
0.012200468219816685,0.001
0.012076154351234436,0.001
0.012034271843731403,0.001
0.01212907675653696,0.001
0.012065044604241848,0.001
0.011862954124808311,0.001
0.011846275068819523,0.001
0.01180519349873066,0.001
0.011719340458512306,0.001
0.011860156431794167,0.001
0.011560470797121525,0.001
0.011597431264817715,0.001
0.011567620560526848,0.001
0.011458203196525574,0.001
0.011331422254443169,0.001
0.0112684965133667,0.001
0.011257627978920937,0.001
0.01130901649594307,0.001
0.011202940717339516,0.001
0.01113375835120678,0.001
0.011047730222344398,0.001
0.011021921411156654,0.001
0.010922701098024845,0.001
0.010897157713770866,0.001
0.010815957561135292,0.001
0.010773111134767532,0.001
0.01081401389092207,0.001
0.010671192780137062,0.001
0.010607918724417686,0.001
0.010643864050507545,0.001
0.010871931910514832,0.001
0.010459506884217262,0.001
0.010412320494651794,0.001
0.010387033224105835,0.001
0.010406038723886013,0.001
0.010195773094892502,0.001
0.010205099359154701,0.001
0.01011563464999199,0.001
0.01020159013569355,0.001
0.010168993845582008,0.001
0.009989235550165176,0.001
0.01023321133106947,0.001
0.009894110262393951,0.001
0.009935414418578148,0.001
0.009905511513352394,0.001
0.009853188879787922,0.001
0.009799030609428883,0.001
0.009767632931470871,0.001
0.009623685851693153,0.001
0.009691023267805576,0.001
0.00961377564817667,0.001
0.00957696046680212,0.001
0.009573022834956646,0.001
0.009427474811673164,0.001
0.00950022041797638,0.001
0.009721338748931885,0.001
0.009439497254788876,0.001
0.009349873289465904,0.001
0.009324656799435616,0.001
0.009406207129359245,0.001
0.009253593161702156,0.001
0.009232455864548683,0.001
0.009171847254037857,0.001
0.009080840274691582,0.001
0.009038622491061687,0.001
0.009035986848175526,0.001
0.008951632305979729,0.001
0.008947296068072319,0.001
0.008945027366280556,0.001
0.00885930098593235,0.001
0.008862043730914593,0.001
0.008719336241483688,0.001
0.008676938712596893,0.001
0.008690236136317253,0.001
0.008650091476738453,0.001
0.008680137805640697,0.001
0.008536736480891705,0.001
0.008647637441754341,0.001
0.008523492142558098,0.001
0.008472193032503128,0.001
0.008380686864256859,0.001
0.008362434804439545,0.001
0.008317617699503899,0.001
0.00834638997912407,0.001
0.008266661316156387,0.001
0.00825488194823265,0.001
0.008170105516910553,0.001
0.008221706375479698,0.001
0.008221588097512722,0.001
0.008099902421236038,0.001
0.008097965270280838,0.001
0.008109282702207565,0.001
0.0079586086794734,0.001
0.007993469014763832,0.001
