best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.17151181399822235,0.16145598888397217,0.8100000023841858,0.7793333530426025,0.0010000000474974513,194
