best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.04271426424384117,0.025174817070364952,0.8839285969734192,0.7585799098014832,0.0010000000474974513,37
