accuracy,loss,val_accuracy,val_loss,learning_rate
0.3888888955116272,2.2463319301605225,0.4571428596973419,0.9967755675315857,0.0010000000474974513
0.5,2.091002941131592,0.4628571569919586,0.8796011805534363,0.0010000000474974513
0.5,1.669333577156067,0.5485714077949524,0.8303253650665283,0.0010000000474974513
0.6111111044883728,1.4358807802200317,0.5828571319580078,0.7941060066223145,0.0010000000474974513
0.6944444179534912,1.22811758518219,0.6057142615318298,0.8029446601867676,0.0010000000474974513
0.6111111044883728,1.1876243352890015,0.6857143044471741,0.7679335474967957,0.0010000000474974513
0.7222222089767456,1.1323472261428833,0.7085714340209961,0.7304311394691467,0.0010000000474974513
0.7777777910232544,1.0234521627426147,0.7200000286102295,0.7252683043479919,0.0010000000474974513
0.7777777910232544,1.0717068910598755,0.6800000071525574,0.7526450157165527,0.0010000000474974513
0.7222222089767456,0.9988055229187012,0.6628571152687073,0.7618268132209778,0.0010000000474974513
0.8611111044883728,0.9633848071098328,0.6342856884002686,0.7503605484962463,0.0010000000474974513
0.75,0.9283155798912048,0.668571412563324,0.7385262250900269,0.0010000000474974513
0.7777777910232544,0.9213133454322815,0.6971428394317627,0.7474545240402222,0.0010000000474974513
0.8333333134651184,0.9363083839416504,0.6857143044471741,0.7216233015060425,0.0010000000474974513
0.75,0.9642682671546936,0.6399999856948853,0.7472028732299805,0.0010000000474974513
0.8333333134651184,0.7763400077819824,0.6571428775787354,0.8045325875282288,0.0010000000474974513
0.8055555820465088,0.7559269070625305,0.7142857313156128,0.7138556838035583,0.0010000000474974513
0.7777777910232544,0.9534762501716614,0.6399999856948853,0.8524236083030701,0.0010000000474974513
0.8333333134651184,0.8022295832633972,0.6514285802841187,0.7540128231048584,0.0010000000474974513
0.8333333134651184,0.7723972201347351,0.7085714340209961,0.7104020118713379,0.0010000000474974513
0.8888888955116272,0.7321231365203857,0.6571428775787354,0.7831611037254333,0.0010000000474974513
0.8055555820465088,0.8422471880912781,0.6857143044471741,0.7311858534812927,0.0010000000474974513
0.7777777910232544,0.8596840500831604,0.7028571367263794,0.7084416747093201,0.0010000000474974513
0.8333333134651184,0.8910868763923645,0.6514285802841187,0.8815321922302246,0.0010000000474974513
