best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
6.142449378967285,2.5119903087615967,0.35082873702049255,0.27624309062957764,0.0010000000474974513,4
