loss,learning_rate
1.1201230088869731,4.000001142473995e-05
1.1048700312773387,4.0000045698959045e-05
1.1018434936801593,4.0000102822655985e-05
1.1002002358436584,4.000018279582773e-05
1.0989694967865944,4.0000285618470494e-05
1.0979178100824356,4.000041129057961e-05
1.0969754060109456,4.000055981214911e-05
1.0961131950219472,4.000073118317162e-05
1.095318744579951,4.000092540363913e-05
1.0945858657360077,4.0001142473542416e-05
1.0939107264081638,4.000138239287107e-05
1.0932813535133998,4.000164516161392e-05
1.0926922783255577,4.0001930779758185e-05
1.0921388939023018,4.000223924729041e-05
1.0916166727741559,4.000257056419585e-05
1.0911244799693425,4.0002924730458684e-05
1.0906559576590855,4.00033017460621e-05
1.0902084137002628,4.000370161098832e-05
1.0897796675562859,4.000412432521793e-05
1.0893655493855476,4.00045698887311e-05
1.0889641890923183,4.000503830150668e-05
1.0885758101940155,4.0005529563522124e-05
1.0881979341308277,4.0006043674754225e-05
1.0878278786937396,4.0006580635178375e-05
1.087463008860747,4.00071404447692e-05
1.0871043701966603,4.000772310349982e-05
1.0867504328489304,4.0008328611342795e-05
1.086402341723442,4.0008956968268965e-05
1.0860598136981328,4.0009608174248514e-05
1.0857194860776265,4.001028222925065e-05
1.0853813538948696,4.001097913324306e-05
1.0850458691517513,4.0011698886192795e-05
1.084711715579033,4.001244148806526e-05
1.0843785057465236,4.0013206938825435e-05
1.0840469499429066,4.001399523843668e-05
1.0837168445189793,4.001480638686158e-05
1.0833854029575984,4.001564038406133e-05
1.083055893580119,4.0016497229996575e-05
1.0827281723419826,4.0017376924626215e-05
1.0823998749256134,4.0018279467908514e-05
1.0820737779140472,4.001920485980032e-05
1.081749215722084,4.002015310025804e-05
1.0814242313305538,4.0021124189236045e-05
1.0811003347237904,4.0022118126688245e-05
1.0807737062374752,4.002313491256748e-05
1.0804451157649357,4.0024174546825176e-05
1.0801144937674205,4.0025237029412005e-05
1.0797856003046036,4.0026322360277116e-05
1.0794566770394642,4.0027430539369226e-05
1.0791282455126445,4.002856156663532e-05
1.0788034945726395,4.002971544202162e-05
1.0784809688727062,4.003089216547315e-05
1.078156794110934,4.003209173693398e-05
1.077828973531723,4.003331415634685e-05
1.0775034030278523,4.0034559423653767e-05
1.077184205253919,4.003582753879531e-05
1.0768699149290721,4.003711850171141e-05
1.0765543629725773,4.003843231234017e-05
1.0762431273857753,4.003976897061924e-05
1.0759354730447133,4.0041128476485085e-05
1.0756271332502365,4.0042510829872875e-05
1.07532100379467,4.0043916030716906e-05
1.0750137269496918,4.0045344078950174e-05
1.0747066934903462,4.00467949745047e-05
1.0744023621082306,4.0048268717311525e-05
1.0740980108579,4.00497653073004e-05
1.073792740702629,4.005128474440019e-05
1.0734845797220867,4.005282702853848e-05
1.073176731665929,4.0054392159641653e-05
1.0728681981563568,4.0055980137635545e-05
1.0725571811199188,4.005759096244459e-05
1.0722433626651764,4.0059224633991804e-05
1.071928545832634,4.0060881152199565e-05
1.0716113621989887,4.006256051698905e-05
1.0712904781103134,4.006426272828024e-05
1.0709674855073292,4.006598778599215e-05
1.0706418827176094,4.006773569004271e-05
1.0703129942218463,4.006950644034864e-05
1.0699829484025638,4.007130003682571e-05
1.0696496218442917,4.007311647938837e-05
1.0693128183484077,4.007495576795043e-05
1.0689747581879299,4.0076817902424174e-05
1.0686325654387474,4.007870288272081e-05
1.0682872061928113,4.0080610708750886e-05
1.0679388816157978,4.008254138042355e-05
1.0675864045818646,4.008449489764675e-05
1.0672322909037273,4.008647126032747e-05
1.0668752590815227,4.008847046837181e-05
1.0665149862567584,4.0090492521684465e-05
1.0661510899662971,4.0092537420169275e-05
1.0657831231753032,4.009460516372866e-05
1.0654125660657883,4.0096695752264494e-05
1.0650411571065586,4.0098809185677145e-05
1.0646644855539005,4.0100945463866e-05
1.0642832120259602,4.010310458672935e-05
1.063897579908371,4.010528655416432e-05
1.0635085999965668,4.0107491366067356e-05
1.0631146753827732,4.010971902233319e-05
1.062717393040657,4.011196952285589e-05
1.0623147437969844,4.011424286752823e-05
1.0619089578588803,4.011653905624222e-05
1.0614969084660213,4.011885808888837e-05
1.061081014573574,4.012119996535629e-05
1.060659997165203,4.012356468553464e-05
1.0602344945073128,4.012595224931056e-05
1.0598052442073822,4.012836265657074e-05
1.0593704308072727,4.0130795907200264e-05
1.0589318523804347,4.0133252001083334e-05
