best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.6286777257919312,0.8917202353477478,0.6666666865348816,0.6342856884002686,0.0010000000474974513,6
